,detected_entity,year,model_id,brand_id,yb_id,ybm_id,org_id
46615,HYUNDAI,,,14,,,143320
46616,SONATA,,168,14,,,143321
46617,CAMRY,,374,38,,,143323
46618,HONDA,,148,12,,,143323
46619,SONATA,,168,14,,,143323
46620,SONATA,,168,14,,,143324
46621,HONDA,,148,12,,,143325
46622,SONATA,,168,14,,,143325
46623,SONATA,,168,14,,,143327
46624,CAMRY,,374,38,,,143329
46625,TOYOTA,,384,38,,,143330
46626,HYUNDAI,,168,14,,,143334
46627,ACCORD,,146,12,,,143335
46629,TOYOTA,,384,38,,,143335
46630,SONATA,,168,14,,,143336
46631,ACCORD,,146,12,,,143337
46632,CAMRY,,374,38,,,143337
46633,SONATA,,168,14,,,143337
46634,SONATA,,168,14,,,143339
46635,SONATA,,168,14,,,143340
46636,SONATA,,168,14,,,143341
46637,HYUNDAI,,168,14,,,143342
46638,HYUNDAI,,,14,,,143344
46639,SONATA,,168,14,,,143351
46640,HONDA,,,12,,,143357
46641,HYUNDAI,,,14,,,143357
46642,TOYOTA,,384,38,,,143357
46643,HYUNDAI,,167,14,,,143358
46644,IMPALA,,65,6,,,143359
46645,SONATA,,168,14,,,143359
46646,SONATA,,168,14,,,143360
46647,SONATA,,168,14,,,143364
46649,HYUNDAI,,,14,,,143367
46650,HONDA,,148,12,,,143369
46651,HYUNDAI,,,14,,,143369
46652,TOYOTA,,384,38,,,143369
46653,HYUNDAI,,,14,,,143370
46654,MAXIMA,,306,28,,,143370
46655,HYUNDAI,,,14,,,143371
46656,CAMRY,,374,38,,,143372
46657,HYUNDAI,,,14,,,143372
46658,HYUNDAI,,,14,,,143374
46659,SONATA,,168,14,,,143376
46660,SONATA,,168,14,,,143378
46661,CAMRY,,374,38,,,143379
46662,BMW,,,3,,,143380
46663,HONDA,,152,12,,,143381
46664,SONATA,,168,14,,,143381
46665,TOYOTA,,384,38,,,143381
46666,HYUNDAI,,167,14,,,143382
46667,SENTRA,,311,28,,,143382
46668,BONNEVILLE,,321,30,,,143385
46670,HONDA,,148,12,,,143389
46671,HYUNDAI,,,14,,,143389
46672,TOYOTA,,384,38,,,143389
46673,ACCORD,,146,12,,,143390
46674,HYUNDAI,,,14,,,143390
46675,TOYOTA,,384,38,,,143399
46676,SONATA,,168,14,,,143408
46677,SENTRA,,311,28,,,143410
46679,TOYOTA,,384,38,,,143410
46680,SONATA,,168,14,,,143412
46681,HYUNDAI,,,14,,,143414
46683,CADILLAC,,,5,,,143416
46684,SONATA,,168,14,,,143416
46685,HONDA,,148,12,,,143417
46686,TOYOTA,,,38,,,143417
46687,MERCEDES,,275,24,,,143418
46688,HYUNDAI,,,14,,,143421
46689,SONATA,,168,14,,,143422
46690,SONATA,,168,14,,,143423
46691,TAURUS,,131,10,,,143423
46692,ELANTRA,,163,14,,,143428
46694,JAGUAR,,189,17,,,143536
46695,HONDA,,148,12,,,143544
46696,SONATA,,168,14,,,143544
46697,TOYOTA,,384,38,,,143544
46698,HYUNDAI,,,14,,,143546
46700,HYUNDAI,,,14,,,143552
46701,JAGUAR,,189,17,,,143552
46703,TIBURON,,169,14,,,143554
46704,SONATA,,168,14,,,143555
46706,HYUNDAI,,,14,,,143558
46707,TOYOTA,,384,38,,,143558
46708,JAGUAR,,189,17,,,143562
46709,JAGUAR,,189,17,,,143567
46710,MERCEDES,,278,24,,,143567
46712,SONATA,,168,14,,,143568
46713,HYUNDAI,,,14,,,143569
46715,SONATA,,168,14,,,143573
46716,HYUNDAI,,,14,,,143575
46717,TOYOTA,,384,38,,,143575
46718,ALTIMA,,299,28,,,143577
46719,HYUNDAI,,,14,,,143577
46720,JAGUAR,,189,17,,,143578
46721,SONATA,,168,14,,,143578
46722,JAGUAR,,189,17,,,143581
46723,MERCEDES,,278,24,,,143581
46724,SONATA,,168,14,,,143581
46725,ACURA,,,1,,,143582
46726,SONATA,,168,14,,,143582
46727,HYUNDAI,,167,14,,,143583
46728,HYUNDAI,,,14,,,143584
46729,MERCEDES,,275,24,,,143584
46730,HONDA,,148,12,,,143585
46731,SONATA,,168,14,,,143585
46732,TOYOTA,,384,38,,,143585
46734,HONDA,,,12,,,143592
46735,HYUNDAI,,,14,,,143592
46736,MERCEDES,,275,24,,,143592
46737,NISSAN,,303,28,,,143592
46738,TOYOTA,,384,38,,,143592
46739,BMW,,18,3,,,143594
46740,HYUNDAI,,,14,,,143598
46741,CAMRY,,374,38,,,143602
46742,ELANTRA,,163,14,,,143602
46744,ACCORD,,146,12,,,143603
46745,CAMRY,,374,38,,,143603
46746,PASSAT,,400,39,,,143603
46749,SONATA,,168,14,,,143609
46751,HYUNDAI,,,14,,,143612
46752,HYUNDAI,,169,14,,,143613
46753,CELICA,,375,38,,,143615
46754,MERCEDES,,275,24,,,143615
46755,SONATA,,168,14,,,143615
46756,SENTRA,,311,28,,,143616
46757,ACCORD,,146,12,,,143618
46758,CAMRY,,374,38,,,143618
46759,SONATA,,168,14,,,143618
46760,HONDA,,148,12,,,143620
46761,HYUNDAI,,,14,,,143620
46762,TOYOTA,,384,38,,,143620
46763,HONDA,,148,12,,,143621
46764,SONATA,,168,14,,,143621
46765,TOYOTA,,384,38,,,143621
46766,HONDA,,148,12,,,143622
46767,HONDA,,,12,,,143623
46769,TOYOTA,,384,38,,,143623
46770,HONDA,,148,12,,,143624
46771,ACURA,,,1,,,143625
46772,HONDA,,148,12,,,143625
46773,HYUNDAI,,,14,,,143625
46774,HONDA,,148,12,,,143626
46775,HYUNDAI,,,14,,,143626
46776,MITSUBISHI,,290,27,,,143626
46777,SONATA,,168,14,,,143627
46778,SONATA,,168,14,,,143628
46779,SONATA,,168,14,,,143629
46781,SONATA,,168,14,,,143631
46782,HYUNDAI,,,14,,,143632
46783,JAGUAR,,189,17,,,143632
46784,MERCEDES,,275,24,,,143632
46785,CHRYSLER,,85,7,,,143724
46786,MAXIMA,,306,28,,,143724
46787,TOYOTA,,384,38,,,143724
46788,HONDA,,149,12,,,143726
46789,HYUNDAI,,167,14,,,143726
46790,JAGUAR,,189,17,,,143726
46791,TOYOTA,,384,38,,,143726
46792,HONDA,,,12,,,143727
46793,HYUNDAI,,,14,,,143727
46794,CHRYSLER,,84,7,,,143729
46795,JAGUAR,,189,17,,,143736
46796,SONATA,,168,14,,,143736
46797,SONATA,,168,14,,,143740
46798,CHRYSLER,,85,7,,,143741
46799,SONATA,,168,14,,,143742
46800,HYUNDAI,,167,14,,,143744
46802,CAMRY,,374,38,,,143747
46803,HONDA,,,12,,,143747
46804,SONATA,,168,14,,,143747
46805,HYUNDAI,,,14,,,143751
46806,ACCORD,,146,12,,,143753
46807,ACURA,,,1,,,143753
46808,FORD,,131,10,,,143753
46809,LEXUS,,,21,,,143753
46810,SONATA,,168,14,,,143753
46811,TOYOTA,,384,38,,,143753
46812,SENTRA,,311,28,,,143754
46813,HONDA,,148,12,,,143755
46814,IMPALA,,65,6,,,143755
46815,JAGUAR,,189,17,,,143755
46816,NISSAN,,303,28,,,143755
46818,TOYOTA,,384,38,,,143757
46819,BMW,,18,3,,,143758
46820,HONDA,,148,12,,,143758
46821,SONATA,,168,14,,,143758
46822,TOYOTA,,384,38,,,143758
46823,VOLVO,,412,40,,,143758
46825,SONATA,,168,14,,,143762
46827,JAGUAR,,189,17,,,143764
46828,HONDA,,148,12,,,143766
46829,BMW,,15,3,,,143767
46830,MAZDA,,,23,,,143767
46831,SONATA,,168,14,,,143767
46832,FORD,,120,10,,,143768
46833,HYUNDAI,,,14,,,143768
46834,CAMRY,,374,38,,,143769
46835,ACCORD,,146,12,,,143772
46836,CAMRY,,374,38,,,143772
46837,HYUNDAI,,,14,,,143772
46840,JAGUAR,,189,17,,,143774
46841,MERCEDES,,275,24,,,143774
46842,HYUNDAI,,,14,,,143777
46844,ACCORD,,146,12,,,143782
46845,ALTIMA,,299,28,,,143782
46846,COROLLA,,376,38,,,143782
46847,SONATA,,168,14,,,143782
46848,SONATA,,168,14,,,143785
46850,MAZDA,,252,23,,,143789
46851,HYUNDAI,,168,14,,,143790
46852,MALIBU,,66,6,,,143790
46853,TIBURON,,169,14,,,143791
46854,JAGUAR,,190,17,,,143792
46855,LEXUS,,,21,,,143792
46856,NISSAN,,303,28,,,143794
46857,SONATA,,168,14,,,143794
46858,TAURUS,,130,10,,,143794
46859,HYUNDAI,,,14,,,143795
46860,BENZ,,275,24,,,143798
46861,JAGUAR,,190,17,,,143803
46862,LESABRE,,31,4,,,143803
46863,SONATA,,168,14,,,143803
46864,ALTIMA,,299,28,,,143804
46865,PASSAT,,400,39,,,143804
46866,SONATA,,168,14,,,143804
46867,LESABRE,,31,4,,,143805
46868,SONATA,,168,14,,,143805
46869,HYUNDAI,,,14,,,144001
46870,CAMRY,,374,38,,,144019
46871,OPTIMA,,204,19,,,144019
46873,SONATA,,168,14,,,144021
46874,CHRYSLER,,85,7,,,144023
46875,SONATA,,168,14,,,144027
46876,AUDI,,,2,,,144029
46877,BMW,,,3,,,144029
46878,SONATA,,168,14,,,144029
46881,SONATA,,168,14,,,144032
46882,SONATA,,168,14,,,144047
46883,HYUNDAI,,,14,,,144048
46884,HYUNDAI,,168,14,,,144049
46885,SONATA,,168,14,,,144050
46886,TOYOTA,,384,38,,,144054
46887,LEXUS,,,21,,,144055
46888,SONATA,,168,14,,,144056
46889,INFINITI,,177,15,,,144058
46890,HYUNDAI,,,14,,,144059
46892,HYUNDAI,,,14,,,144063
46893,SONATA,,168,14,,,144065
46894,EDGE,,115,10,,,144067
46896,INSIGHT,,153,12,,,144069
46897,PRIUS,,383,38,,,144069
46899,PRIUS,,383,38,,,144073
46900,SONATA,,168,14,,,144073
46901,CIVIC,,147,12,,,144113
46902,GTI,,398,39,,,144113
46903,SCION,,350,35,,,144113
46904,TIBURON,,169,14,,,144113
46905,EXPLORER,,119,10,,,144116
46906,JEEP,,,18,,,144116
46907,TIBURON,,169,14,,,144116
46908,TIBURON,,169,14,,,144117
46909,CIVIC,,147,12,,,144118
46910,TIBURON,,169,14,,,144118
46911,TIBURON,,169,14,,,144120
46912,ACURA,,8,1,,,144122
46913,FORD,,131,10,,,144122
46914,HONDA,,148,12,,,144122
46915,TIBURON,,169,14,,,144122
46916,CELICA,,375,38,,,144125
46917,TIBURON,,169,14,,,144126
46918,TIBURON,,169,14,,,144128
46919,TIBURON,,169,14,,,144129
46920,TIBURON,,169,14,,,144130
46921,HONDA,,148,12,,,144132
46922,HYUNDAI,,,14,,,144155
46923,CLK,,268,24,,,144158
46924,TIBURON,,169,14,,,144158
46925,TIBURON,,169,14,,,144159
46926,HYUNDAI,,,14,,,144160
46927,HONDA,,148,12,,,144161
46928,HYUNDAI,,,14,,,144161
46929,HYUNDAI,,168,14,,,144164
46930,TIBURON,,169,14,,,144165
46931,TIBURON,,169,14,,,144166
46932,TIBURON,,169,14,,,144173
46933,HYUNDAI,,,14,,,144174
46935,TIBURON,,169,14,,,144175
46936,TUCSON,,170,14,,,144182
46937,TIBURON,,169,14,,,144183
46938,TOYOTA,,384,38,,,144183
46939,HYUNDAI,,,14,,,144184
46940,TIBURON,,169,14,,,144185
46941,RSX,,7,1,,,144215
46942,SCION,,350,35,,,144215
46943,WRX,,361,36,,,144215
46944,MERCEDES,,275,24,,,144216
46945,TIBURON,,169,14,,,144216
46946,TIBURON,,169,14,,,144217
46947,INFINITI,,177,15,,,144222
46948,ACURA,,,1,,,144223
46949,FORD,,131,10,,,144223
46950,HYUNDAI,,,14,,,144223
46951,LS,,244,22,,,144223
46952,MUSTANG,,128,10,,,144224
46953,TIBURON,,169,14,,,144224
46954,HYUNDAI,,,14,,,144226
46955,RSX,,7,1,,,144227
46956,HONDA,,148,12,,,144235
46957,TOYOTA,,,38,,,144235
46958,TIBURON,,169,14,,,144239
46960,TIBURON,,169,14,,,144243
46963,TIBURON,,169,14,,,144246
46964,HYUNDAI,,,14,,,144248
46965,TIBURON,,169,14,,,144250
46966,HYUNDAI,,,14,,,144251
46967,TIBURON,,169,14,,,144253
46968,HYUNDAI,,,14,,,144255
46969,HYUNDAI,,,14,,,144257
46970,MUSTANG,,128,10,,,144261
46971,SONATA,,168,14,,,144261
46973,MUSTANG,,128,10,,,144264
46974,TIBURON,,169,14,,,144264
46975,TIBURON,,169,14,,,144265
46976,VIBE,,334,30,,,144265
46977,MUSTANG,,128,10,,,144268
46979,TIBURON,,169,14,,,144274
46980,TIBURON,,169,14,,,144276
46981,TIBURON,,169,14,,,144277
46982,TIBURON,,169,14,,,144278
46983,PORSCHE,,,31,,,144279
46984,TIBURON,,169,14,,,144279
46985,HYUNDAI,,167,14,,,144338
46989,HYUNDAI,,,14,,,144342
46991,HYUNDAI,,,14,,,144344
46992,TIBURON,,169,14,,,144349
46993,TIBURON,,169,14,,,144351
46994,TIBURON,,169,14,,,144360
46995,HONDA,,148,12,,,144364
46996,TIBURON,,169,14,,,144364
46997,HYUNDAI,,,14,,,144366
46998,TIBURON,,169,14,,,144367
46999,HYUNDAI,,,14,,,144370
47000,HYUNDAI,,,14,,,144372
47001,CELICA,,375,38,,,144376
47002,RSX,,7,1,,,144376
47003,HYUNDAI,,167,14,,,144383
47004,TOYOTA,,384,38,,,144383
47005,ACCENT,,161,14,,,144384
47006,CELICA,,375,38,,,144384
47007,PORSCHE,,337,31,,,144385
47008,TIBURON,,169,14,,,144385
47009,COLORADO,,58,6,,,144389
47010,TIBURON,,169,14,,,144389
47011,ACURA,,,1,,,144391
47012,HYUNDAI,,,14,,,144391
47013,HYUNDAI,,167,14,,,144397
47014,SUBURBAN,,75,6,,,144397
47015,PONTIAC,,332,30,,,144399
47016,NISSAN,,303,28,,,144400
47017,RSX,,7,1,,,144403
47020,TIBURON,,169,14,,,144419
47021,TIBURON,,169,14,,,144422
47022,TOYOTA,,384,38,,,144422
47023,TIBURON,,169,14,,,144429
47025,XJR,,193,17,,,144437
47026,HYUNDAI,,167,14,,,144556
47027,TIBURON,,169,14,,,144562
47028,HONDA,,148,12,,,144563
47029,MUSTANG,,128,10,,,144563
47030,TIBURON,,169,14,,,144566
47031,TIBURON,,169,14,,,144570
47032,DODGE,,,9,,,144571
47033,HONDA,,,12,,,144571
47034,PORSCHE,,,31,,,144571
47035,TIBURON,,169,14,,,144571
47036,RSX,,7,1,,,144572
47037,MUSTANG,,128,10,,,144576
47038,HONDA,,148,12,,,144577
47039,HYUNDAI,,,14,,,144577
47040,MONTANA,,329,30,,,144577
47041,TOYOTA,,384,38,,,144577
47042,BMW,,,3,,,144578
47043,HONDA,,148,12,,,144578
47044,RSX,,7,1,,,144580
47045,TIBURON,,169,14,,,144580
47046,TOYOTA,,384,38,,,144580
47047,FORD,,120,10,,,144582
47048,HYUNDAI,,,14,,,144583
47049,TIBURON,,169,14,,,144587
47050,HYUNDAI,,,14,,,144590
47051,ELANTRA,,163,14,,,144599
47052,MUSTANG,,128,10,,,144606
47053,HYUNDAI,,,14,,,144607
47054,NISSAN,,303,28,,,144608
47055,TIBURON,,169,14,,,144609
47056,TIBURON,,169,14,,,144610
47057,HYUNDAI,,161,14,,,144611
47058,TIBURON,,169,14,,,144613
47059,TIBURON,,169,14,,,144615
47062,TIBURON,,169,14,,,144623
47063,CAMARO,,55,6,,,144627
47064,TIBURON,,169,14,,,144627
47065,TIBURON,,169,14,,,144628
47067,TIBURON,,169,14,,,144633
47068,HYUNDAI,,173,14,,,144636
47069,TIBURON,,169,14,,,144637
47070,HYUNDAI,,,14,,,144638
47071,ACURA,,8,1,,,144641
47072,MAGNUM,,106,9,,,144641
47073,MITSUBISHI,,290,27,,,144641
47074,TIBURON,,169,14,,,144641
47075,TOYOTA,,384,38,,,144641
47077,TIBURON,,169,14,,,144645
47079,TIBURON,,169,14,,,144655
47080,HYUNDAI,,,14,,,144657
47082,CAMRY,,374,38,,,144921
47083,HYUNDAI,2013,,14,146,,144921
47084,TUCSON,,170,14,,,144922
47085,HYUNDAI,,168,14,,,144923
47086,LEXUS,,,21,,,144923
47087,HYUNDAI,,,14,,,144927
47088,TUCSON,,170,14,,,144928
47089,TUCSON,,170,14,,,144929
47090,HYUNDAI,,,14,,,144932
47092,HYUNDAI,,,14,,,144933
47094,TUCSON,,170,14,,,144948
47096,HYUNDAI,2008,,14,141,,144949
47098,LEXUS,,,21,,,144949
47099,TUCSON,,170,14,,,144950
47100,HYUNDAI,,,14,,,144951
47101,MURANO,,307,28,,,144952
47102,TUCSON,,170,14,,,144952
47103,TUCSON,,170,14,,,144953
47104,HYUNDAI,,167,14,,,144954
47106,HYUNDAI,,,14,,,144955
47107,CHRYSLER,,84,7,,,144957
47108,JEEP,,,18,,,144957
47109,TUCSON,,170,14,,,144957
47110,HYUNDAI,,,14,,,144960
47111,TUCSON,,170,14,,,144963
47112,HYUNDAI,,,14,,,144964
47113,LEXUS,,,21,,,144964
47114,HONDA,,149,12,,,144965
47115,HONDA,,149,12,,,144966
47117,TUCSON,,170,14,,,144968
47118,BAJA,,354,36,,,144969
47119,HONDA,,149,12,,,144970
47120,NISSAN,,303,28,,,144970
47121,MAZDA,,253,23,,,144971
47122,HYUNDAI,,,14,,,144972
47124,MURANO,,307,28,,,144973
47125,TUCSON,,170,14,,,144973
47126,TOYOTA,,384,38,,,144974
47127,TUCSON,,170,14,,,144975
47128,HYUNDAI,,,14,,,144978
47129,HYUNDAI,,,14,,,144979
47130,JEEP,,,18,,,144979
47133,HONDA,,148,12,,,144983
47134,HONDA,,149,12,,,144984
47135,HYUNDAI,,,14,,,144984
47136,TOYOTA,,384,38,,,144984
47138,LEXUS,,235,21,,,144986
47139,TUCSON,,170,14,,,144986
47140,BMW,,,3,,,144987
47141,TUCSON,,170,14,,,144987
47142,TUCSON,,170,14,,,144989
47143,TUCSON,,170,14,,,144990
47144,FORD,,112,10,,,144991
47146,HONDA,,149,12,,,144991
47147,TIGUAN,,405,39,,,144991
47148,TUCSON,,170,14,,,144991
47149,HYUNDAI,,,14,,,144992
47150,FORD,,131,10,,,144993
47151,TUCSON,,170,14,,,144993
47152,BUICK,,,4,,,144997
47153,LEXUS,,,21,,,144997
47154,ROGUE,,310,28,,,145001
47155,TUCSON,,170,14,,,145002
47156,TUCSON,,170,14,,,145003
47157,WRX,,361,36,,,145003
47158,TUCSON,,170,14,,,145004
47159,HYUNDAI,,,14,,,145005
47160,ACURA,,,1,,,145006
47161,HYUNDAI,,,14,,,145006
47162,NISSAN,,303,28,,,145006
47164,HYUNDAI,,,14,,,145007
47165,LEXUS,,,21,,,145007
47166,KIA,,,19,,,145008
47167,TUCSON,,170,14,,,145008
47169,HONDA,,149,12,,,145010
47170,HYUNDAI,,,14,,,145010
47171,LEXUS,,,21,,,145010
47173,TOYOTA,,384,38,,,145012
47174,TUCSON,,170,14,,,145013
47175,VENZA,,390,38,,,145013
47176,TUCSON,,170,14,,,145014
47177,TUCSON,,170,14,,,145015
47178,TUCSON,,170,14,,,145016
47179,TUCSON,,170,14,,,145017
47180,HONDA,,149,12,,,145019
47181,LEXUS,,,21,,,145019
47182,MERCEDES,,278,24,,,145019
47183,TUCSON,,170,14,,,145020
47184,HYUNDAI,,167,14,,,145022
47185,MITSUBISHI,,290,27,,,145022
47187,HYUNDAI,,,14,,,145023
47188,TL,,8,1,,,145024
47189,FORD,,120,10,,,145025
47190,HONDA,,149,12,,,145026
47191,HYUNDAI,2010,,14,143,,145026
47192,TUCSON,,170,14,,,145027
47193,TUCSON,,170,14,,,145029
47194,TUCSON,,170,14,,,145031
47195,CADILLAC,2010,,5,57,,145032
47198,RAV4,,385,38,,,145052
47199,TUCSON,,170,14,,,145052
47200,TUCSON,,170,14,,,145053
47201,PATRIOT,,199,18,,,145056
47202,TUCSON,,170,14,,,145056
47203,HONDA,,149,12,,,145057
47204,RANGER,,129,10,,,145057
47205,BENZ,,274,24,,,145061
47206,BMW,,,3,,,145061
47207,CADILLAC,,,5,,,145061
47208,TUCSON,,170,14,,,145061
47209,HYUNDAI,,,14,,,145062
47210,TUCSON,,170,14,,,145063
47211,TUCSON,,170,14,,,145088
47212,TUCSON,,170,14,,,145091
47213,FORD,,131,10,,,145095
47214,HONDA,,149,12,,,145095
47215,HYUNDAI,,,14,,,145095
47216,NISSAN,,314,28,,,145095
47217,RAV4,,385,38,,,145095
47218,TUCSON,,170,14,,,145097
47219,TUCSON,,170,14,,,145099
47220,HYUNDAI,,,14,,,145100
47221,TORRENT,,333,30,,,145101
47222,TUCSON,,170,14,,,145102
47223,COMPASS,,196,18,,,145104
47224,SATURN,,,34,,,145104
47225,SPORTAGE,,211,19,,,145104
47226,TORRENT,,333,30,,,145104
47227,HYUNDAI,,,14,,,145106
47228,TUCSON,,170,14,,,145107
47229,FORESTER,,356,36,,,145109
47230,PATRIOT,,199,18,,,145109
47231,TUCSON,,170,14,,,145109
47232,FORD,,131,10,,,145110
47233,HONDA,,149,12,,,145110
47234,MAZDA,,255,23,,,145110
47235,TUCSON,,170,14,,,145110
47236,WRANGLER,,200,18,,,145110
47237,RANGER,,129,10,,,145111
47238,HYUNDAI,,,14,,,145112
47239,TUCSON,,170,14,,,145113
47240,TUCSON,,170,14,,,145114
47241,ELANTRA,,163,14,,,145116
47242,MAZDA,,255,23,,,145118
47243,TUCSON,,170,14,,,145118
47244,TUCSON,,170,14,,,145120
47245,TUCSON,,170,14,,,145123
47246,TUCSON,,170,14,,,145178
47247,HYUNDAI,,,14,,,145180
47248,BMW,,21,3,,,145181
47249,TUCSON,,170,14,,,145183
47250,TUCSON,,170,14,,,145184
47251,FORD,,122,10,,,145185
47252,HYUNDAI,,170,14,,,145185
47253,PONTIAC,,,30,,,145185
47254,ELANTRA,,163,14,,,145190
47255,HONDA,,149,12,,,145192
47256,HYUNDAI,,167,14,,,145192
47257,HONDA,,148,12,,,145196
47258,TOYOTA,,384,38,,,145196
47259,TUCSON,,170,14,,,145196
47260,HYUNDAI,,163,14,,,145198
47261,HONDA,,148,12,,,145200
47262,LEXUS,,,21,,,145200
47263,TOYOTA,,384,38,,,145200
47264,TUCSON,,170,14,,,145200
47265,TUCSON,,170,14,,,145203
47266,MERCEDES,,275,24,,,145204
47267,TUCSON,,170,14,,,145205
47268,SPORTAGE,,211,19,,,145206
47269,SONATA,,168,14,,,145208
47270,HYUNDAI,,,14,,,145209
47271,LIBERTY,,198,18,,,145212
47272,TUCSON,,170,14,,,145212
47273,FIREBIRD,,322,30,,,145213
47274,HONDA,,148,12,,,145213
47275,TOYOTA,,,38,,,145213
47276,TUCSON,,170,14,,,145213
47277,TUCSON,,170,14,,,145214
47278,TUCSON,,170,14,,,145218
47279,TOYOTA,,384,38,,,145220
47280,TUCSON,,170,14,,,145220
47281,TUCSON,,170,14,,,145221
47282,TUCSON,,170,14,,,145225
47283,TUCSON,,170,14,,,145227
47284,HONDA,,149,12,,,145228
47285,HONDA,,149,12,,,145229
47286,TOYOTA,,384,38,,,145229
47287,TUCSON,,170,14,,,145229
47288,FORD,,120,10,,,145230
47289,TUCSON,,170,14,,,145234
47290,HONDA,,,12,,,145235
47291,HYUNDAI,,,14,,,145235
47292,TOYOTA,,384,38,,,145235
47293,TUCSON,,170,14,,,145236
47294,TUCSON,,170,14,,,145239
47295,HONDA,,,12,,,145240
47296,HYUNDAI,,,14,,,145240
47297,TOYOTA,,384,38,,,145240
47298,HONDA,,149,12,,,145241
47299,HYUNDAI,,,14,,,145241
47300,TOYOTA,,384,38,,,145241
47301,TUCSON,,170,14,,,145243
47302,HYUNDAI,,,14,,,145247
47303,TOYOTA,,384,38,,,145247
47304,JEEP,,197,18,,,145248
47305,FORD,,120,10,,,145250
47306,RAV4,,385,38,,,145251
47307,BMW,,21,3,,,145253
47308,TUCSON,,170,14,,,145253
47309,HYUNDAI,,,14,,,145254
47310,TOYOTA,,384,38,,,145254
47311,LEXUS,,,21,,,145255
47313,TUCSON,,170,14,,,145256
47314,HYUNDAI,,,14,,,145258
47315,HYUNDAI,,,14,,,145259
47316,TAHOE,,76,6,,,145260
47317,TUCSON,,170,14,,,145260
47318,FORD,,120,10,,,145261
47319,TOYOTA,,384,38,,,145262
47320,TUCSON,,170,14,,,145262
47321,FORD,,120,10,,,145263
47322,HONDA,,149,12,,,145263
47323,HYUNDAI,,,14,,,145263
47324,NISSAN,,307,28,,,145263
47325,RAV4,,385,38,,,145263
47326,TUCSON,,170,14,,,145355
47327,HYUNDAI,,,14,,,145356
47328,HONDA,,148,12,,,145361
47329,SATURN,,,34,,,145361
47330,HONDA,,149,12,,,145362
47331,TUCSON,,170,14,,,145363
47332,HYUNDAI,,,14,,,145366
47333,SUBARU,,,36,,,145366
47334,TUCSON,,170,14,,,145368
47335,HONDA,,148,12,,,145370
47337,TUCSON,,170,14,,,145370
47338,TUCSON,,170,14,,,145371
47339,FORD,,131,10,,,145372
47340,MARINER,,281,25,,,145372
47341,SUBARU,,,36,,,145372
47342,TUCSON,,170,14,,,145372
47343,TUCSON,,170,14,,,145373
47344,HYUNDAI,,,14,,,145374
47345,LEXUS,,,21,,,145374
47346,MURANO,,307,28,,,145377
47347,PRIUS,,383,38,,,145377
47348,VIBE,,334,30,,,145377
47349,ELANTRA,,163,14,,,145378
47350,TUCSON,,170,14,,,145379
47352,TUCSON,,170,14,,,145380
47353,TUCSON,,170,14,,,145381
47354,TUCSON,,170,14,,,145382
47355,TUCSON,,170,14,,,145384
47356,TUCSON,,170,14,,,145385
47357,TOYOTA,,,38,,,145386
47358,TUCSON,,170,14,,,145386
47359,HONDA,,149,12,,,145387
47360,RAV4,,385,38,,,145387
47361,BMW,,22,3,,,145388
47362,TUCSON,,170,14,,,145388
47363,TUCSON,,170,14,,,145389
47365,HIGHLANDER,,379,38,,,145393
47366,TRAILBLAZER,,78,6,,,145393
47367,TUCSON,,170,14,,,145393
47368,VUE,,349,34,,,145393
47369,TUCSON,,170,14,,,145395
47370,TUCSON,,170,14,,,145396
47371,TUCSON,,170,14,,,145397
47372,TUCSON,,170,14,,,145398
47373,TUCSON,,170,14,,,145401
47374,TUCSON,,170,14,,,145402
47375,HYUNDAI,,,14,,,145403
47376,HONDA,,149,12,,,145405
47377,TUCSON,,170,14,,,145405
47378,JEEP,,197,18,,,145409
47379,TUCSON,,170,14,,,145409
47380,TUCSON,,170,14,,,145410
47381,MONTANA,,329,30,,,145412
47382,HYUNDAI,,,14,,,145413
47383,HYUNDAI,,,14,,,145414
47384,TUCSON,,170,14,,,145416
47385,TUCSON,,170,14,,,145417
47386,CHRYSLER,,84,7,,,145420
47387,DODGE,,,9,,,145420
47388,CORVETTE,,59,6,,,145421
47389,TUCSON,,170,14,,,145422
47390,EQUINOX,,61,6,,,145424
47391,TUCSON,,170,14,,,145424
47392,VUE,,349,34,,,145424
47393,FORD,,120,10,,,145425
47394,TUCSON,,170,14,,,145425
47395,ELANTRA,,163,14,,,145428
47397,TUCSON,,170,14,,,145430
47398,HONDA,,149,12,,,145431
47399,RAV4,,385,38,,,145431
47400,SATURN,,349,34,,,145431
47401,TUCSON,,170,14,,,145431
47402,TUCSON,,170,14,,,145437
47403,TUCSON,,170,14,,,145438
47404,DURANGO,,103,9,,,145440
47405,FORD,,120,10,,,145442
47406,TUCSON,,170,14,,,145449
47407,VUE,,349,34,,,145449
47408,RAV4,,385,38,,,145450
47409,TUCSON,,170,14,,,145452
47410,TUCSON,,170,14,,,145455
47411,HONDA,,149,12,,,145457
47412,JEEP,,198,18,,,145457
47413,RAV4,,385,38,,,145457
47414,TUCSON,,170,14,,,145457
47415,HYUNDAI,,,14,,,145458
47417,TUCSON,,170,14,,,145459
47419,PASSAT,,400,39,,,145460
47420,TUCSON,,170,14,,,145460
47421,MERCEDES,,275,24,,,145461
47422,TUCSON,,170,14,,,145463
47423,TUCSON,,170,14,,,145465
47424,HYUNDAI,,,14,,,145469
